,Fire_ID,Average Recovery
635,COC36_2018_2159,70.88
636,RED31_1989_990,54.52
637,SLK74_1998_682,105.99
638,SLK44_2017_2083,41.86
639,RED44_2015_1968,76.06
640,NIP40_2020_2211,31.24
641,SLK100_1998_1376,74.63
642,KEN186_1988_1159,95.24
643,GER71_1989_1096,66.18
644,GER96_1991_1309,88.02
645,RED61_2001_65,77.39
646,RED59_2012_1909,68.23
647,RED280_1988_517,97.15
648,SLK30_2002_184,92.61
649,RED46_2015_1996,42.76
650,COC14_2018_2126,58.94
651,NIP32_2002_188,86.62
652,SLK129_1998_666,143.64
653,NIP68_2017_2080,78.51
654,RED32_1988_1220,61.58
655,RED38_2019_2171,72.2
656,NIP40_2013_1870,71.17
657,SIO22_1990_339,40.11
658,THU59_2017_2085,65.72
659,RED2_1989_681,69.68
660,NIP18_1995_145,92.56
661,RED18_1996_559,63.86
662,SLK49_2010_1730,57.61
663,RED107_2011_1779,87.4
664,SLK147_2011_1700,71.25
665,RED170_2018_2052,54.83
666,COC25_1996_158,77.92
667,GER32_1989_272,77.82
668,RED49_2019_2189,50.16
669,RED35_1989_820,80.87
670,SLK63_2017_2096,33.75
671,GER57_1990_631,86.53
672,SIO41_1993_717,63.26
673,RED24_2013_1892,144.45
674,SIO97_1989_248,59.51
675,RED38_1998_545,57.26
676,SIO159_1988_1389,47.6
677,SIO8_1989_518,82.71
678,SLK6_2002_13,72.64
679,RED80_2018_2049,69.37
680,THU42_1996_282,64.1
681,SLK35_2013_1875,82.86
682,SLK13_2014_1881,98.25
683,RED213_1988_465,73.58
684,SLK67_2018_2123,61.64
685,RED101_2011_1802,52.76
686,SLK49_1994_538,74.69
687,GER50_1989_314,75.68
688,RED7_2009_1725,67.98
689,SLK63_1996_428,75.2
690,NIP30_2018_2115,75.26
691,SLK27_2018_2154,62.85
692,SLK48_2020_2214,45.14
693,NIP38_2017_2111,94.93
694,NIP32_2012_1929,105.58
695,SLK61_1998_960,101.91
696,RED38_2018_2029,81.4
697,RED68_2003_1428,66.48
698,RED103_2012_1757,58.91
699,NIP31_2018_2059,69.51
700,RED397_1988_825,84.23
701,THU40_1996_234,66.49
702,RED117_1989_320,67.91
703,SLK71_2011_1745,50.56
704,SLK55_2011_1741,83.16
705,NIP50_2013_1866,142.61
706,RED91_1995_1240,82.52
707,NIP35_1995_1305,96.43
708,GER14_1992_194,91.96
709,RED24_1995_1019,79.62
710,SLK111_1998_800,93.72
711,SIO7_1989_1125,85.25
712,NIP40_2018_2037,52.42
713,SLK19_2013_1871,108.94
714,NIP75_2017_1954,69.73
715,NOR19_2018_2136,59.33
716,SIO24_1992_533,84.61
717,RED320_1988_494,66.02
718,RED188_2006_1676,31.83
719,GER85_1990_135,63.49
720,SLK19_2018_2054,76.74
721,SLK74_2012_1851,71.87
722,RED5_2002_185,80.45
723,NIP59_2012_1762,94.21
724,RED113_2011_1743,72.06
725,SLK27_2013_1869,88.3
726,RED341_1988_1052,73.84
727,RED10_2015_1960,68.59
728,NIP63_2012_1764,114.73
729,SLK29_2012_1855,93.23
730,COC8_2018_2145,69.1
731,THU83_1996_292,70.5
732,SLK66_1996_1275,66.59
733,SLK77_1995_1176,77.35
734,GER80_1989_455,74.52
735,NIP61_2012_1930,86.47
736,SLK29_2016_2007,30.12
737,SLK97_2006_1591,106.31
738,NIP41_2010_1731,92.48
739,SLK113_2018_2135,45.41
740,GER59_1989_1325,76.13
741,NIP30_1999_353,88.64
742,RED14_2019_2176,77.58
743,SLK68_2002_178,91.4
744,RED76_1989_711,82.55
745,SLK38_2017_2105,50.39
746,RED62_1999_382,114.64
747,FOR30_1989_793,115.29
748,RED47_2002_92,56.89
749,THU54_1995_1157,71.92
750,SLK6_2001_37,75.97
751,RED110_2018_2030,60.84
752,THU61_2017_2087,110.38
753,RED25_2015_1983,34.05
754,RED289_1988_1156,54.85
755,RED103_2011_1812,47.5
756,NOR32_2016_2002,85.37
757,RED64_2012_1905,55.2
758,SLK18_2018_2068,71.78
759,THU49_1996_1128,79.63
760,SLK70_2011_1807,86.31
761,NIP65_2017_2103,90.33
762,NIP44_1994_346,73.9
763,RED70_2018_2149,61.26
764,SLK88_1996_656,84.71
765,RED8_2020_2198,291.86
766,RED69_2006_1673,80.56
767,NIP26_2001_47,57.76
768,SLK4_2002_17,91.31
769,RED32_2010_1751,69.39
770,SLK120_1998_1148,79.27
771,SIO156_1989_1102,74.31
772,RED71_1998_380,102.3
773,GER35_1989_1301,61.98
774,SIO101_1989_1327,78.06
775,SLK74_1996_261,83.36
776,RED124_2011_1958,48.62
777,SLK124_1998_327,74.78
778,GER60_1990_792,104.21
779,NIP54_2001_40,78.71
780,SLK127_1998_287,69.32
781,SLK26_2017_2089,35.8
782,SLK65_2011_1822,71.75
783,RED35_1993_1147,75.43
784,RED3_2016_2005,70.78
785,NIP83_2002_88,75.02
786,SLK58_1994_132,64.28
787,NIP110_1998_914,84.37
788,SLK52_1995_354,95.16
789,NIP126_1998_844,76.65
790,RED63_2012_1923,73.84
791,SIO44_1993_500,71.69
792,GER21_1987_831,98.86
793,NIP49_1994_1228,106.32
794,SLK14_1995_425,87.79
795,RED29_2020_2204,23.03
796,SLK49_2018_2128,57.55
797,GER29_1986_385,60.32
798,RED332_1988_1126,92.97
799,SLK32_2015_1980,73.99
800,RED20_1996_431,78.24
801,THU52_1996_1307,55.67
802,NIP58_2007_1563,453.3
803,NIP12_2009_1718,96.23
804,SLK71_2003_1538,97.29
805,RED93_1995_667,97.87
806,SLK95_1996_646,68.92
807,SLK30_2006_1581,83.13
808,NIP19_2009_1711,86.58
809,SLK18_2000_24,44.83
810,APK20_2016_2015,86.69
811,SIO150_1989_1106,83.69
812,SLK2_2002_51,174.57
813,NIP25_2000_26,69.83
814,THU31_2017_2093,90.21
815,SIO68_1989_1262,76.96
816,SIO20_1992_878,91.25
817,RED1_2002_15,68.9
818,RED34_2002_190,61.53
819,RED352_1988_642,78.6
820,RED30_1996_824,96.34
821,RED29_2014_2017,89.4
822,RED31_1993_549,66.91
823,NIP64_1995_262,75.34
824,GER38_1990_810,73.13
825,NIP92_2003_1402,101.74
826,SIO12_1989_858,90.76
827,NIP40_2001_4,80.08
828,SLK19_2015_1967,79.38
829,RED19_1999_219,186.67
830,RED82_1995_139,86.7
831,SLK39_1994_1269,66.48
832,SLK103_2017_2095,65.97
833,SLK28_2015_1992,93.1
834,SLK91_1996_1162,79.36
835,RED54_2003_1419,89.7
836,SLK2_2017_1944,151.15
837,THU57_2011_1746,139.07
838,SLK82_1999_992,73.25
839,GER7_1989_978,88.72
840,RED57_2018_2130,58.01
841,SLK129_2017_1951,52.43
842,NIP79_2002_189,94.97
843,GER128_1989_1320,90.48
844,RED53_2012_1842,61.98
845,NIP55_2011_1811,74.46
846,RED111_1989_1312,89.93
847,SLK1_2015_1978,122.63
848,RED78_2018_2138,48.62
849,RED72_2012_1906,79.05
850,NIP30_2020_2202,86.81
851,SLK43_2013_1896,81.08
852,GER36_1989_1040,70.87
853,RED122_2011_1794,62.1
854,SLK38_2006_1674,91.21
855,RED1_1989_955,125.74
856,SLK237_2017_1939,195.05
857,SLK17_2009_1705,90.68
858,NIP25_2013_1887,94.71
859,GER20_1987_131,88.34
860,SIO80_1989_1014,71.18
861,NIP44_1995_1225,84.11
862,NIP44_2013_1864,88.57
863,SLK87_2011_1782,63.77
864,SLK23_2015_1974,102.39
865,NIP66_1995_1281,76.57
866,NIP11_2019_2179,41.51
867,RED40_2019_2177,70.4
868,NIP24_2018_2151,88.22
869,KEN1_2018_2131,93.14
870,COC15_1987_935,67.41
871,RED29_1996_1235,105.51
872,GER83_1990_798,95.36
873,NIP20_2015_1965,103.56
874,GER27_1989_138,69.13
875,SLK47_2002_73,69.9
876,SLK33_2019_2168,67.22
877,RED55_1989_759,83.93
878,SIO19_1989_130,138.78
879,SLK61_1995_306,66.4
880,SLK67_2015_1982,82.36
881,RED9_1997_1238,56.41
882,SLK55_1996_156,76.6
883,SIO122_1988_1264,86.41
884,GER60_1989_734,79.74
885,GER62_1989_1257,77.34
886,SLK68_1998_1001,62.33
887,SLK79_2011_1697,85.53
888,SIO92_1991_1215,95.0
889,SLK32_2012_1850,66.91
890,SIO87_1989_619,62.42
891,SLK109_1998_1005,74.67
892,SLK58_1995_394,75.52
893,RED86_1995_1283,52.76
894,NIP67_2017_2109,105.25
895,SLK53_2018_2067,77.53
896,NIP35_2001_5,74.43
897,NIP13_2018_2031,69.56
898,THU22_2011_1831,159.51
899,FOR83_1990_969,101.45
900,SLK44_1995_1367,200.07
901,GER11_1991_607,91.89
902,RED39_2019_2172,68.97
903,RED22_1998_1213,81.07
904,SUD35_2016_2006,102.74
905,SLK45_2011_1695,132.25
906,SLK42_2006_1675,103.44
907,RED175_2006_1577,77.56
908,RED351_1988_965,85.16
909,SLK47_2020_2217,65.46
910,SIO70_1990_466,78.15
911,NIP109_1996_231,87.66
912,SIO100_1988_128,82.4
913,NIP79_2003_1558,78.17
914,SLK69_1996_352,72.83
915,RED52_2011_1814,77.59
916,KEN1_2017_2108,122.06
917,SLK57_2011_1739,75.23
918,RED27_1995_1226,80.53
919,FOR4_1988_1218,120.74
920,RED192_2006_1680,56.81
921,RED65_2011_1777,9.96
922,RED69_2012_1839,64.36
923,NIP43_1995_1286,75.88
924,RED390_1988_415,98.03
925,FOR5_1999_1387,82.11
926,RED81_1989_1278,83.95
927,NIP68_1996_1358,58.57
928,RED23_2002_168,82.94
929,RED83_1991_1455,90.93
930,RED24_1986_950,108.8
931,RED5_1990_876,74.89
932,SLK65_2010_1732,74.87
933,SIO26_1992_606,82.27
934,RED32_2013_1865,44.58
935,NIP40_2017_1953,73.86
936,NIP104_1999_908,135.71
937,RED72_1989_356,65.32
938,SLK16_2000_28,78.21
939,NIP105_2017_2112,34.34
940,NIP125_1998_256,83.65
941,GER84_1991_1249,89.37
942,NIP21_2009_1709,80.04
943,NIP62_1996_627,68.61
944,THU58_2017_2073,90.04
945,SLK48_2011_1785,84.9
946,THU21_2009_1719,105.78
947,SIO34_1991_1048,79.62
948,RED66_2002_181,72.21
949,SIO119_1989_751,75.76
950,GER61_1989_608,71.21
951,RED355_1988_855,75.81
952,RED11_2007_1562,86.42
953,GER26_1991_240,90.14
954,SLK115_2017_2023,37.03
955,NIP78_2017_1942,57.22
956,NIP104_2012_1761,74.2
957,SLK17_2017_2107,79.55
958,RED24_1996_713,80.31
959,NIP59_1996_1179,58.01
960,SLK41_2013_1897,76.81
961,NIP46_2017_1955,58.33
962,SIO64_1987_568,83.8
963,SLK37_1995_702,73.23
964,SLK40_2005_1534,59.48
965,RED30_1989_199,61.99
966,SLK101_2011_1737,113.08
967,NIP14_1996_1032,85.0
968,SIO44_1990_1124,55.17
969,RED60_2001_42,69.57
970,GER76_1989_685,72.82
971,RED35_1995_1344,70.89
972,SLK73_2012_1759,89.37
973,RED25_2019_2181,58.28
974,SLK33_1996_1070,58.17
975,SLK20_2003_1434,85.2
976,RED59_2019_2180,82.03
977,THU45_1995_692,57.67
978,SLK4_2001_64,77.1
979,RED41_1989_491,81.18
980,SLK8_2002_18,86.03
981,NOR69_2018_2119,76.78
982,RED62_2003_1478,72.21
983,SLK54_1999_1365,85.04
984,RED55_2002_95,73.57
985,RED85_2011_1818,53.81
986,NIP59_2003_1555,85.58
987,GER46_1989_417,67.81
988,NIP72_2003_1483,98.91
989,GER18_1989_1445,57.32
990,RED112_2011_1744,72.86
991,RED60_2018_2150,68.39
992,PEM7_2018_2038,85.11
993,RED60_2019_2190,31.32
994,RED59_2002_192,51.41
995,SLK24_2001_43,120.28
996,RED82_2011_1800,47.9
997,SLK128_1998_450,83.01
998,SLK7_2002_14,109.53
999,SIO37_1993_991,72.02
1000,SIO91_1989_668,67.01
1001,RED406_1988_785,108.6
1002,SLK146_1998_1113,95.5
1003,RED94_2012_1854,74.63
1004,COC17_1999_738,66.64
1005,SLK117_2018_2117,67.13
1006,SLK54_1995_1132,79.42
1007,RED113_2006_1629,89.77
1008,SLK3_2014_1880,114.31
1009,SLK44_2001_67,65.55
1010,NIP76_1996_1383,67.76
1011,SIO110_1991_1347,83.6
1012,RED56_1989_879,85.1
1013,SLK17_2002_193,67.41
1014,NIP124_1998_996,93.85
1015,GER63_1991_897,77.12
1016,SLK48_2018_2047,88.81
1017,THU105_1996_736,75.23
1018,SLK10_2009_1706,81.55
1019,NIP110_1996_1377,94.07
1020,NIP60_2012_1848,108.64
1021,KEN1_2019_2191,96.89
1022,SLK47_2012_1932,100.47
1023,RED27_1996_889,112.71
1024,DRY26_1996_332,76.29
1025,RED70_2012_1937,99.1
1026,COC25_2011_1827,85.77
1027,SLK162_2017_2100,36.82
1028,RED38_2012_1913,11.27
1029,RED19_1996_198,104.91
1030,SLK57_2018_2062,82.1
1031,SLK38_2011_1798,85.36
1032,GER33_1990_1205,77.95
1033,NIP39_2017_2091,82.04
1034,SLK1_2001_63,99.86
1035,NIP59_1994_1114,85.4
1036,SLK40_2011_1693,90.8
1037,SLK21_2002_177,201.36
1038,NOR25_2018_2121,68.08
1039,RED70_1989_459,65.84
1040,NIP55_2002_164,81.8
1041,SLK107_1994_882,71.04
1042,SIO209_1988_988,58.37
1043,RED58_2015_1987,86.49
1044,SLK8_2019_2188,73.6
1045,RED364_1988_1236,108.68
1046,SLK32_1995_1462,75.97
1047,COC57_1998_153,66.66
1048,RED54_2017_2113,108.7
1049,RED28_2012_1849,58.73
1050,SLK60_1996_884,74.5
1051,RED11_1986_1291,86.76
1052,RED50_2015_1999,76.52
1053,SLK122_2017_2081,70.18
1054,NIP54_1995_915,85.36
1055,THU52_2018_2036,65.59
1056,NIP23_2016_2022,86.37
1057,COC37_2005_1533,72.58
1058,SLK64_2017_2086,58.59
1059,SLK120_1994_122,72.07
1060,RED82_2018_2040,68.34
1061,SLK45_2001_44,75.82
1062,NIP17_2015_1991,89.93
1063,NIP5_2018_2048,75.14
1064,SLK51_1996_772,61.15
1065,COC15_2018_2139,60.0
1066,NIP24_2015_1976,76.27
1067,THU86_1996_1314,61.19
1068,SLK3_2020_2205,74.26
1069,FOR2_2001_8,97.34
1070,SIO120_1989_482,184.3
1071,SLK70_1998_539,87.28
1072,SLK45_2013_1863,82.48
1073,SLK47_1996_358,67.78
1074,SLK68_1994_490,89.71
1075,COC30_1997_1034,86.08
1076,FOR12_1987_1202,107.6
1077,SLK6_2016_2012,97.94
1078,NIP68_2003_1407,79.88
1079,RED66_2012_1900,81.61
1080,SLK84_2011_1669,87.5
1081,SLK39_2019_2170,47.32
1082,GER51_1990_1331,80.5
1083,NIP26_2000_21,82.55
1084,NIP15_2016_2013,96.6
1085,SLK104_1995_924,66.49
1086,SLK26_2018_2142,79.26
1087,GER28_1988_1072,78.58
1088,KEM1_2000_36,87.68
1089,SLK72_1995_1077,82.25
1090,SIO91_1986_1158,93.24
1091,NIP54_2002_173,92.42
1092,SLK45_2017_1940,70.83
1093,SLK162_2018_2133,63.24
1094,COC13_2015_1977,74.99
1095,GER35_1991_1329,114.08
1096,NIP62_1999_361,77.46
1097,GER45_1991_396,68.19
1098,SLK60_2011_1815,93.94
1099,GER85_1989_1209,71.97
1100,SLK51_2003_1403,86.99
1101,SLK63_2010_1729,74.74
1102,SLK75_2011_1699,81.24
1103,SLK175_2017_2072,73.78
1104,SIO123_1989_804,72.99
1105,NIP56_2002_174,118.75
1106,RED49_1987_1006,28.82
1107,RED51_1989_1088,95.91
1108,NIP95_2003_1500,83.78
1109,NIP32_1999_1075,86.36
1110,RED35_2011_1721,62.33
1111,NIP31_2015_1972,72.28
1112,GER11_1986_1463,33.53
1113,SLK26_2012_1765,88.37
1114,SLK85_1996_338,71.54
1115,THU30_2005_1525,62.62
1116,RED24_2011_1796,96.28
1117,SLK22_2013_1889,91.18
1118,SIO31_1993_596,94.74
1119,SIO134_1989_770,77.36
1120,SIO33_1989_592,73.55
1121,RED52_2018_2148,70.99
1122,NIP38_2002_97,98.24
1123,RED72_2011_1816,9.64
1124,RED55_2011_1787,59.52
1125,NIP49_2018_2152,72.79
1126,RED103_2018_2061,31.91
1127,SLK85_2012_1760,95.52
1128,NIP47_2002_182,91.3
1129,RED12_2000_25,39.78
1130,SLK35_1995_1341,86.12
1131,NOR42_2018_2129,70.13
1132,SLK35_2011_1821,89.69
1133,SIO119_1991_1398,85.15
1134,COC10_2019_2162,74.8
1135,SLK27_1996_707,71.2
1136,RED31_2013_1862,43.01
1137,RED48_2001_72,51.71
1138,SLK40_2019_2163,50.12
1139,NIP10_2009_1717,112.34
1140,RED96_2011_1804,71.25
1141,RED177_2006_1579,72.33
1142,RED193_2006_1682,56.58
1143,RED41_2012_1758,79.72
1144,SLK32_2017_1948,46.51
1145,SLK41_2015_1989,74.25
1146,RED50_2012_1926,57.68
1147,SLK4_2014_2021,138.02
1148,KEN5_2015_1971,88.36
1149,SLK23_2018_2056,43.35
1150,SLK95_2011_1817,79.0
1151,SLK6_2000_27,67.41
1152,RED208_1988_862,99.35
1153,RED233_1988_594,81.04
1154,SIO30_1989_1127,99.0
1155,SLK140_1998_86,57.2
1156,NIP18_1999_357,70.84
1157,RED219_1988_1425,71.22
1158,SLK44_2003_1482,85.11
1159,NIP50_1995_1136,84.12
1160,RED65_2002_165,5.08
1161,NOR61_2018_2134,54.96
1162,SLK73_1995_597,67.82
1163,RED27_1989_762,54.43
1164,SLK34_1999_1109,66.37
1165,NIP62_2012_1912,87.69
1166,SIO22_1993_1099,38.45
1167,RED58_2011_1799,83.71
1168,SIO4_1989_515,83.45
1169,SLK29_2008_1667,79.84
1170,RED62_2012_1936,24.77
1171,NIP23_2013_1894,93.61
1172,SLK36_2017_1950,58.41
1173,SLK43_2017_2075,56.34
1174,SLK121_1996_1212,91.07
1175,RED31_1990_251,80.07
1176,SLK18_1995_162,90.79
1177,THU51_1996_1066,75.42
1178,SIO28_1991_242,75.94
1179,NIP32_2018_2050,79.96
1180,RED22_1993_309,69.37
1181,RED186_2006_1677,59.53
1182,GER136_1989_295,90.81
1183,GER15_1992_1284,76.53
1184,SLK51_2011_1808,63.88
1185,SLK51_1995_638,77.01
1186,GER93_1989_110,71.54
1187,RED49_2012_1844,54.23
1188,SIO179_1989_108,80.14
1189,NIP51_2013_1874,84.53
1190,RED146_2006_1628,81.6
1191,SLK35_1999_1199,67.55
1192,NIP48_1996_1078,64.65
1193,RED74_1989_442,54.75
1194,COC12_2015_1961,112.02
1195,SUD38_2015_1970,96.93
1196,COC12_2020_2215,82.75
1197,SIO107_1989_1190,132.49
1198,NIP58_1996_457,59.41
1199,RED103_2017_2102,88.53
1200,SLK23_2016_2000,68.87
1201,SLK82_2017_2076,45.6
1202,SLK82_2011_1824,88.86
1203,RED52_1989_499,85.61
1204,THU67_1998_478,106.31
1205,RED75_1996_243,64.46
1206,RED15_2006_1595,74.17
1207,RED39_1989_986,63.33
1208,SLK187_2017_1946,81.48
1209,THU58_2011_1825,85.63
1210,SLK36_1995_1256,93.85
1211,GER21_1988_873,67.44
1212,RED164_2006_1630,30.73
1213,NOR72_2018_2035,60.2
1214,SLK96_2017_2074,93.67
1215,WAW7_2016_2010,94.51
1216,GER99_1989_786,75.08
1217,RED12_2020_2194,32.28
1218,RED28_1987_634,86.11
1219,RED24_2020_2199,53.77
1220,THU65_2005_1527,75.84
1221,RED238_1988_550,74.6
1222,SLK31_2013_1891,96.81
1223,SLK17_1994_617,85.89
1224,SLK71_1996_1142,71.68
1225,NIP20_2009_1710,82.43
1226,SLK103_1994_623,87.1
1227,SIO94_1991_551,86.04
1228,NIP13_1996_1030,87.73
1229,NIP73_2001_41,74.25
1230,SLK20_1995_731,78.0
1231,THU59_1995_972,375.46
1232,SIO86_1990_750,48.04
1233,RED7_1994_604,87.26
1234,RED120_2011_1793,10.73
1235,SLK13_2000_20,51.26
1236,GER55_1989_967,74.31
1237,RED36_2011_1671,16.53
1238,RED41_2013_1888,141.83
1239,RED1_2010_1754,238.52
1240,SLK56_1995_779,86.74
1241,RED90_2003_1422,123.95
1242,SIO103_1989_769,84.76
1243,GER25_1992_587,101.21
1244,RED39_1998_730,63.27
1245,RED21_1996_1454,72.86
1246,SIO67_1989_244,76.17
1247,RED44_2019_2165,59.35
1248,SLK21_2015_1981,72.39
1249,RED99_1988_326,87.66
1250,NOR56_2018_2044,76.73
1251,SLK72_2012_1766,84.7
1252,GER19_1993_575,87.27
1253,GER63_1989_273,91.44
1254,TIM12_2018_2153,57.9
1255,FOR2_2019_2166,101.33
1256,SLK45_2006_1599,98.85
